qid,category,category_qid,en_label,ja_label,en_description,ja_description,mesh_id,icd10,icd9,snomed_id,umls_id
Q21109236,症状,Q169872,urinary burning,,,,,R30.9,,,C0423736
Q5369177,症状,Q169872,Emanuel syndrome,,medical condition,,C535733,,,,C1836929
Q1583485,症状,Q169872,Rothmund-Thomson syndrome,ロスムンド・トムソン症候群,human disease,,D011038,,757.33,,C0032339
Q5988903,症状,Q169872,Idiopathic pure sudomotor failure,,medical condition,,,L74.8,705.0,,
Q7118181,症状,Q169872,PAPA syndrome,,"Pyogenic arthritis-pyoderma gangrenosum-acne syndrome is a rare pleiotropic autoinflammatory disorder of childhood, primarily affecting the joints and skin",,C536253,,,724015007,C1858361
Q7484623,症状,Q169872,tyrosinemia type II,高チロシン血症2型,"tyrosinemia that has material basis in deficiency of hepatic tyrosine aminotransferase located in the liver and is characterized by keratitis, painful palmoplantar hyperkeratosis, mental retardation, and elevated serum tyrosine levels",,,E70.2,270.2,,
Q2757585,症状,Q169872,Mowat-Wilson syndrome,,rare genetic disorder,,C536990,,,,C1856113
Q21109837,症状,Q169872,finger tremor,手指振戦,"rapid, involuntary shaking of the fingers",,,,,,C0239601
Q1543446,症状,Q169872,Noonan syndrome,ヌーナン症候群,"congenital, genetically widespread disease considered to be a type of dwarfism affecting boys and girls equally",,D009634,,759.89,205824006,C0028326
Q3010837,症状,Q169872,univentricular heart,,,,D000080039,Q20.4,,,C0152424
Q520797,症状,Q169872,neuromyotonia,アイザックス症候群,immune-mediated peripheral motor neuron disorder characterized by continuous muscle fiber activity at rest,,D020386,G71.1,333.90,,C0242287
Q2966733,症状,Q169872,Ring chromosome 20 syndrome,,medical condition,,C535369,,,,C0265482
Q180762,症状,Q169872,angina pectoris,狭心症,chest discomfort due to not enough blood flow to heart muscle,,D000787,I20,413,,C0002962
Q7643329,症状,Q169872,superficial siderosis of the central nervous system,脳表ヘモジデリン沈着症,medical condition,,,,,,C2938918
Q2869826,症状,Q169872,pulmonary atresia,,type of congenital heart defect,,C562833,,,,C0344976
Q2756703,症状,Q169872,septo-optic dysplasia,,medical condition,,D025962,,742.2,,C0338503
Q3055156,症状,Q169872,persistent truncus arteriosus,総動脈幹症,congenital heart defect in humans,,D014339,Q20.0,745.0,,C0041207
Q2881413,症状,Q169872,lateral sclerosis,原発性側索硬化症,motor neuron disease characterized by painless but progressive weakness and stiffness of the muscles of the legs,,,,,,C0154682
Q21077147,症状,Q169872,eye pain,,medical symptom,,D058447,H57.1,,,C0151827
Q21077144,症状,Q169872,abnormal hematologic indices,,medical symptom,,,,,,
Q21109742,症状,Q169872,bronchial secretion,,symptom,,,,,,
Q21109805,症状,Q169872,central nervous system excitement,,symptom,,,,,,
Q21110047,症状,Q169872,corneal vacuolization,,symptom,,,,,,
Q21110074,症状,Q169872,cutaneous hypersensitivity,,symptom,,,,,,
Q21110112,症状,Q169872,decreased nerve conduction in lower legs,,symptom,,,,,,
Q3053945,症状,Q169872,glycine encephalopathy,,amino acid metabolic disorder that involves abnormally high levels of the amino acid glycine in bodily fluids and tissues,,D020158,,,,C0268560
Q1541975,症状,Q169872,multiple system atrophy,多系統萎縮症,"neurodegenerative disorder characterized by autonomic failure, parkinsonism, cerebellar impairment and corticospinal signs, with a median survival of 6-9 years",,D019578,G232,333.0,,C0020651
Q21077145,症状,Q169872,absent deep tendon reflex,,medical symptom,,,,,,C0241772
Q6934914,症状,Q169872,multiple carboxylase deficiency,複合カルボキシラーゼ欠損症,human disease,,D009100,,,62151000119109,C0026755
Q21110145,症状,Q169872,temporary blindness,,transient loss of ability to see,,,,,,C0155003
Q5737835,症状,Q169872,Hereditary diffuse leukoencephalopathy with spheroids,,medical condition,,C580150,,,,C1857300
Q7250337,症状,Q169872,propionic acidemia,,organic acidemia that involes a nonfunctional propionyl CoA carboxylase affecting conversion of aminio acids and fats into sugar for energy,,D056693,,270.3,,C0268579
Q6934690,症状,Q169872,Multifocal motor neuropathy,多巣性運動ニューロパチー,"Multifocal motor neuropathy (MMN) is a rare acquired immune-mediatedneuropathy characterized clinically by a purely motor deficit with conduction block and asymmetric multifocal weakness, fasciculations, and cramping",,,G61.8,,,C0393847
Q53160608,症状,Q169872,Tatton-Brown–Rahman syndrome,,human disease,,,,,,C4014545
Q21112361,症状,Q169872,lung changes,,symptom,,,,,,C0577914
Q21112456,症状,Q169872,myocardial damage,,symptom,,,,,,C0577812
Q21112341,症状,Q169872,localized sweating,,symptom,,,,,,
Q21112421,症状,Q169872,minor changes in blood enzymes,,symptom,,,,,,
Q2117286,症状,Q169872,Braxton Hicks contraction,Braxton-Hicks収縮,uterine contractions during pregnancy before labor,,,O47,644.1,,C0233187
Q1878759,症状,Q169872,lymphangioleiomyomatosis,リンパ脈管筋腫症,rare interstitial and degenerative lung disease,,D018192,,516.4,,C0238399
Q4420118,症状,Q169872,Van Gogh syndrome,,polysurgical addiction,,,,,,
Q193894,症状,Q169872,sarcoidosis,サルコイドーシス,disease characterized by the growth of collections of inflammatory cells (granulomas) in multiple organs,,D012507,,,,C0036202
Q1226826,症状,Q169872,diogenes syndrome,ディオゲネス症候群,behavioral disorder notably characterized by extreme self-neglect and compulsive hoarding,,,,,,C0424291
Q4132712,症状,Q169872,hallucinosis,,psychopathological syndrome characterized by hallucinations,,,F06.0,,,C0233777
Q1422034,症状,Q169872,Cronkhite-Canada syndrome,クロンカイト・カナダ症候群,syndrome characterized by multiple polyps of the digestive tract,胃、大腸（小腸に）に100個以上のポリープ（ポリポーシス）が発生する疾患,D000098858,K63.5,211.3,,C0282207
Q16595080,症状,Q169872,gastroesophageal reflux,呑酸,symptom,,,,,,C0856449
Q18343527,症状,Q169872,gastrointestinal distress,,symptom,,,,,,C0232459
Q1975146,症状,Q169872,obtundation,鈍麻,state characterised by a reduced level of consciousness and slowed responses to stimulation,,,,,,C1621860
Q2266426,症状,Q169872,visual disturbance,,,,,H53.1,,,
Q1462780,症状,Q169872,Paris syndrome,パリ症候群,tourist experience of being overwhelmed by visiting Paris,異文化における適応障害の一種,,,,,
Q2181165,症状,Q169872,specific interests,,,,,,,,
Q2914153,症状,Q169872,amotivational syndrome,,impairements associated with cannabis use,,,,,,
Q1440436,症状,Q169872,fragile X-associated tremor/ataxia syndrome,脆弱X随伴振戦/失調症候群,Fragile X-associated tremor/ataxia syndrome (FXTAS) is a rare neurodegenerative disorder characterized by adult-onset progressive intention tremor and gait ataxia,,C564105,,,,C1839780
Q16526372,症状,Q169872,air alveologram,,,,,,,,
Q21112198,症状,Q169872,increased blood clotting time,,symptom,,,,,,C0151563
Q2163996,症状,Q169872,fasciation,帯化,condition of abnormal growth in vascular plants,,,,,,
Q1886238,症状,Q169872,Sturge–Weber syndrome,スタージー・ウェーバー症候群,"neurological and skin disorder associated with port-wine stains of the face, glaucoma, seizures, intellectual disability, and cerebral malformations",,D013341,Q85.8,759.6,,C0038505
Q4316445,症状,Q169872,neuroleptic-induced deficit syndrome,,Psychopathological syndrome caused by overdose of antipsychotics,,,,,,C3854473
Q188611,症状,Q169872,hypomania,軽躁病,mood state characterized by persistent and pervasive elevated or irritable mood,双極性障害（躁鬱病）という精神疾患における、﻿気分高揚や活動性亢進状態の期間,,F30.0,,,C0241934
Q17119420,症状,Q169872,hypofrontality,,state of decreased cerebral blood flow,,,,,,
Q277452,症状,Q169872,Ebstein anomaly,エプシュタイン奇形,tricuspid valve disease that is a congenital heart defect in which the septal leaflet of the tricuspid valve is displaced towards the apex of the right ventricle of the heart,,D004437,,,,C0013481
Q16583321,症状,Q169872,Gottron's sign,,medical sign,,,L94.4,,,C0423781
Q2569523,症状,Q169872,Skumin syndrome,,disease,,,,,,
Q19000619,症状,Q169872,urination disorder,,human disease,,D014555,R30-R39,,,C0042035
Q183344,症状,Q169872,sinusitis,副鼻腔炎,inflammation of the mucous membrane that lines the sinuses resulting in symptoms,副鼻腔に炎症がおきる病気,D012852,,,36971009,C0037199
Q1442621,症状,Q169872,Tangier disease,タンジール病,extremely rare inherited human disorder,,D013631,,272.5,,C0039292
Q1848471,症状,Q169872,inclusion body myositis,封入体筋炎,inflammatory muscle disease in older adults,,D018979,,,,C0238190
Q1878682,症状,Q169872,toxic epidermal necrolysis,中毒性表皮壊死症,Severe skin reaction,全身の皮膚表皮が真皮と分離して重篤な感染症を招く皮膚障害。スティーブンス・ジョンソン症候群(SJS)と連続した概念。,,L51.2,695.15,,C0014518
Q16948321,症状,Q169872,Papular purpuric gloves and socks syndrome,,medical condition,,,,,,C1274339
Q271759,症状,Q169872,porphyria,ポルフィリン症,inherited metabolic disorder involving the build-up of porphyrins,,D011164,,,,C0032708
Q2115731,症状,Q169872,pseudoglioma,,,,,,,,C0033800
Q202013,症状,Q169872,nosebleed,鼻血,bleeding from the nose,鼻腔からの出血,D004844,R04.0,784.7,,C0014591
Q1790424,症状,Q169872,idiopathic interstitial pneumonia,,pneumonia located in the lung parenchyma of unknown cause,,D054988,,,700249006,C0085786
Q16831518,症状,Q169872,gastric reflux finding,,symptom,,,,,,C0558176
Q1476361,症状,Q169872,HAM,HTLV-I関連脊髄症,human disease,,D015493,,,,C0030481
Q1426491,症状,Q169872,thrombotic thrombocytopenic purpura,血栓性血小板減少性紫斑病,human disease,,D011697,,446.6,,C0034155
Q21112293,症状,Q169872,upper respiratory irritation,上気道刺激,symptom,,,,,,
Q304497,症状,Q169872,hemiplegia,片麻痺,"paralysis of the arm, leg, and trunk on the same side of the body",,D006429,G81,,,C0018991
Q21110165,症状,Q169872,delayed healing of wounds,,symptom,,,,,,
Q21110281,症状,Q169872,dry burning throat,,symptom,,,,,,
Q21110289,症状,Q169872,dry cracked skin,,symptom,,,,,,
Q21110311,症状,Q169872,EKG abnormal,,symptom,,,,,,
Q21111985,症状,Q169872,facial pallor,,symptom,,,,,,
Q21111994,症状,Q169872,facial paresthesia,,symptom,,,,,,
Q21112016,症状,Q169872,gastrointestinal upset,,symptom,,,,,,
Q21112075,症状,Q169872,hand tremor,,symptom,,,,,,
Q21112276,症状,Q169872,bladder irritation,,symptom,,,,,,
Q21112080,症状,Q169872,hemolytic effect,,symptom,,,,,,
Q21112091,症状,Q169872,high blood urea nitrogen,,symptom,,,,,,
Q21112278,症状,Q169872,gastrointestinal irritation,,symptom,,,,,,
Q21112279,症状,Q169872,mucous membrane irritation,,symptom,,,,,,
Q21112283,症状,Q169872,respiratory irritation,呼吸器の刺激,symptom,,,,,,C0854118
Q18054140,症状,Q169872,collapse,,"medical symptom, a sudden and often unannounced loss of postural tone",,,,,,C0344329
Q1478321,症状,Q169872,spinal stenosis,腰部脊柱管狭窄症,"bone deterioration disease that has material basis in bony spurs, disc degeneration, or thickened ligaments which results in narrowing located in spinal cord",,D013130,,,,C0037944
Q4291654,症状,Q169872,metaphysical intoxication,,"psychopathological syndrome (constellation of symptoms), occurring in schizophrenia, characterized by overintellectuallization",,,,,,
Q68833,症状,Q169872,bone fracture,骨折,medical condition in which there is physical damage to the continuity of the bones,直達外力や介達外力により骨が変形、破壊を起こす外傷であり、構造の連続性が絶たれた状態,D050723,T14.2,829,,C0016658
Q2141836,症状,Q169872,chemical burn,化学熱傷,medical condition,,D002057,T26,949,,C0006435
Q19720556,症状,Q169872,centrilobular necrosis,,medical condition,,,,,,C0267804
Q169251,症状,Q169872,sadness,悲しみ,"emotional pain associated with, or characterized by, feelings of disadvantage, loss, despair, grief, helplessness, disappointment and sorrow",負の感情のひとつ,D000078602,,,,C3536794
Q12738740,症状,Q169872,vascular purpura,,medical condition,,,,,,C1368065
Q18557201,症状,Q169872,TSH producing pituitary tumor,,Human disease,,,,,,C0346303
Q28873218,症状,Q169872,Congenital tracheal stenosis,,,,,,,,C0265767
Q505142,症状,Q169872,eosinophilia,好酸球増加症,Human disease,血液疾患,D004802,,,419455006,C0014457
Q2466723,症状,Q169872,gummatous syphilis,ゴム腫,"tertiary syphilis that is characterized by granulomatous lesions, called gummas, which are characterized by a center of necrotic tissue with a rubbery texture. They form in the liver, bones, and testes but may affect any organ",,,A52.3,095,,
Q18555183,症状,Q169872,glycogen storage disease VIII,,Human disease,,D006015,,,,C0017927
Q1529977,症状,Q169872,muscle rigidity,筋肉の硬直,symptom,,D009127,,,,C0026837
Q25324161,症状,Q169872,Cerebral autosomal recessive arteriopathy with subcortical infarcts and leukoencephalopathy,,medical condition,,,,,,C1838577
Q55345933,症状,Q169872,Joubert syndrome and related disorders,,,,,,,,C5679612
Q1781127,症状,Q169872,borborygmus,腸蠕動音,"rumbling, growling or gurgling noise produced by movement of the contents of the gastro-intestinal tract",,,,,,C0232693
Q2295338,症状,Q169872,Smith-Magenis syndrome,スミス・マゲニス症候群,Human disease,,D058496,,758.33,,C0795864
Q1806356,症状,Q169872,algiuria,,painful urination,,,R30.9,,,C4011784
Q1433921,症状,Q169872,Heinz body,ハインツ小体,symptom,,D006366,,,,C0018871
Q55786076,症状,Q169872,lymphatic system malformation,,human disease,,,,,,C5680858
Q55787303,症状,Q169872,disorder of carnitine cycle and carnitine transport,,human disease,,,,,,C5681080
Q26689941,症状,Q169872,CANDLE syndrome,,autosomal recessive disorder,,,,,,C1850568
Q27555722,症状,Q169872,eosinophilic gastroenteritis,好酸球性消化管疾患,human disease,好酸球の増加によって消化管に炎症が起こる病気,C535952,K52.8,,,C1262481
Q574360,症状,Q169872,spasm,痙攣,"involuntary contraction of a muscle, organ or orifice",不随意に筋肉が激しく収縮すること,D013035,R25.225.2,"728.85728.85,780.39780.39",,C0037763
Q55782242,症状,Q169872,pulmonary atresia-intact ventricular septum syndrome,,,,C562832,,,,C0344975
Q1485893,症状,Q169872,encephalopathy due to GLUT1 deficiency,De Vivo病,disease,,C536830,G93.4,,,C1847501
Q1751296,症状,Q169872,uterine contraction,子宮収縮,contraction of the uterus,,D014590,,,,C0042130
Q1479494,症状,Q169872,paroxysmal nocturnal hemoglobinuria,発作性夜間血色素尿症,"disease of the blood characterized by destruction of red blood cells by the complement system, a part of the body's innate immune system",,D006457,,,,C0019050
Q2460147,症状,Q169872,tunnel vision,視野狭窄,medical condition,,,,,,C2937228
Q28502212,症状,Q169872,eosinophilic colitis,,inflammation of the colon that is characterized by eosinic infiltration,,,,,,C0267448
Q1509367,症状,Q169872,rapidly progressive glomerulonephritis,急速進行性糸球体腎炎,human disease,,,,,,C0221239
Q50349818,症状,Q169872,multicentric Castleman disease,,"Castleman disease characterized by systemic inflammatory symptoms, polyclonal lymphoproliferation, cytopenias, and multiple organ system dysfunction caused by a cytokine storm often including interleukin-6",,C537372,,,,C1334815
Q30989658,症状,Q169872,aromatic L-amino acid decarboxylase deficiency,,human disease,,C537437,,,,C0342686
Q512942,症状,Q169872,paraphasia,,"language output error commonly associated with aphasia, and characterized by the production of unintended syllables, words, or phrases during the effort to speak",,,,,,C0234488
Q18556421,症状,Q169872,venous hemangioma,,Human disease,,,,,,C0334532
Q2280106,症状,Q169872,branchiootorenal syndrome,,"autosomal dominant genetic disorder involving the kidneys, ears, and neck",,D019280,Q87.0,,,C0265234
Q1758945,症状,Q169872,redout,レッドアウト,medical symptom when experiencing negative g-force,,,,,,
Q18345704,症状,Q169872,pulmonary venoocclusive disease,,Human disease,,D011668,,,,C0034091
Q2610154,症状,Q169872,red eye,充血,type of eye disease,,,H57.9,379.93,,C0235267
Q1483214,症状,Q169872,pemphigus,天疱瘡,blistering autoimmune disease,,D010392,L10,,,C0030807
Q54945704,症状,Q169872,hypophosphatemic rickets,,"disorder characterized by hypophosphatemi, rickets, osteomalacia, resulting from lack of phosphate reabsorption by the kidneys and possible defects in vitamin D metabolism",,D063730,,,,C1704375
Q1938569,症状,Q169872,flashback,フラッシュバック,psychological phenomenon in which a person re-experiences a memory,強烈な心的外傷が突如として再現される心理現象,,,,,
Q1500346,症状,Q169872,xanthelasma,眼瞼黄色腫,medical condition,,,H02.6,374.51,,C0155210
Q2163245,症状,Q169872,congenital diaphragmatic hernia,先天性横隔膜ヘルニア,"diaphragm disease characterized by the lack of development of all or part of the diaphragm, which results in an abnormal opening that allows the stomach and intestines to move into the chest cavity and crowd the heart and lungs",,D065630,,,,C0235833
Q2475919,症状,Q169872,subacute sclerosing panencephalitis,亜急性硬化性全脳炎,rare insidious sequela from measles infection,,D013344,A81.1,,,C0038522
Q2365426,症状,Q169872,acneiform eruption,,medical condition,,D017486,L70.8,,,C0175167
Q1549918,症状,Q169872,impulsivity,衝動性,"tendency to act on a whim, displaying behavior characterized by little or no forethought, reflection, or consideration of the consequences",悪い結果になってしまうかもしれない行動を深く考えずに行ってしまうという行動特性,D007175,,,,C0021125
Q1707292,症状,Q169872,Asymptomatic,症候が現れない,"a condition or state of a disease, which occurs when the individual does not present symptoms of the disease, even though he or she is a carrier of the virus.",,,,,,
Q1739905,症状,Q169872,ketonuria,ケトン尿症,medical condition in which ketone bodies are present in the urine,尿中のケトン体が増量する症状,,R82.4,791.6,,C0162275
Q40103033,症状,Q169872,hemimegalencephaly,片側巨脳症,a rare disorder affecting development of one side of the brain,,D065705,Q04.5,,,C0431391
Q1458077,症状,Q169872,Trousseau sign,トルソー徴候,symptom,,,,,,C0234181
Q1858291,症状,Q169872,hot flash,顔面紅潮,"sudden flushing, usually in menopausal women, due to reduced levels of estrogen",,D019584,,,198436008,C0600142
Q2455868,症状,Q169872,odynophagia,,medical term for painful swallowing,,,R13,787.20,,C0221150
Q403463,症状,Q169872,Aicardi syndrome,アイカルディ症候群,"syndrome that is characterized by absence or underdeveloped tissue connecting the left and right halves of the brain, infantile spasms and chorioretinal lacunae, which are defects in the light-sensitive tissue at the back of the eye",,D058540,,742.2,80651009,C0175713
Q432462,症状,Q169872,Takayasu's arteritis,高安動脈炎,"large vessel granulomatous vasculitis, massive intimal fibrosis and vascular narrowing.",大動脈に炎症が起こる自己免疫疾患,D013625,,,,C0003490
Q1755849,症状,Q169872,palmar erythema,手掌紅斑,reddening of the palms,,,L53.8,695.0,,C0014745
Q2349546,症状,Q169872,Canavan disease,,neurodegenerative disorder,,D017825,E75.2,330.0,,C0206307
Q18553304,症状,Q169872,JMP syndrome,,"autosomal recessive disease that is characterized by childhood onset of joint stiffness and severe contractures of the hands and feet, erythematous skin lesions with subsequent development of severe lipodystrophy",,,,,,
Q1755684,症状,Q169872,corticobasal degeneration,大脳皮質基底核変性症,progressive neurodegenerative condition affecting the cerebral cortex and basal ganglia,,D000088282,,331.6,,C0393570
Q1958249,症状,Q169872,Chronic Thromboembolic Pulmonary Hypertension,慢性血栓塞栓性肺高血圧症,medical condition,,,,,,C2363973
Q1671614,症状,Q169872,intrusive thought,侵入思考,"unwelcome involuntary thought, image, or unpleasant idea that may become an obsession",強迫的な性格を有する、望まない非自発的な思考、イメージ、不愉快な考え,,,,,
Q2151267,症状,Q169872,restrictive cardiomyopathy,拘束型心筋症,"form of cardiomyopathy in which the walls are rigid,and the heart is restricted from stretching and filling with blood properly",,D002313,,425.4,,C0007196
Q1774750,症状,Q169872,Klippel–Trénaunay–Weber syndrome,クリッペル・トレノネー症候群,syndrome that is characterized by large cutaneous hemangiomata with hypertrophy of the related bones and soft tissues,,D007715,,,,C0022739
Q2747900,症状,Q169872,Bell's phenomenon,ベル現象,reflex of the eye,,,,,,
Q6771095,症状,Q169872,Markle's sign,,medical condition,,,,,,
Q3705665,症状,Q169872,depigmentation,色素脱失,lightening of the skin or loss of pigment,,,,,,
Q1784755,症状,Q169872,levo-transposition of the great arteries,左旋性大血管転位,medical condition,,D000080041,Q20.5,745.12,,C0232301
Q2047832,症状,Q169872,palipraxia,,,,,,,,
Q154430,症状,Q169872,anxiety,不安,"unpleasant complex combination of emotions that includes fear, apprehension and worry, and is often accompanied by physical sensations such as palpitations, nausea, chest pain and/or shortness of breath",,D001007,F41.9,,48694002,C4020884
Q653197,症状,Q169872,rash,皮疹,skin condition,,,R21,,,C0015230
Q5419936,症状,Q169872,executive disfunction,遂行機能障害,"difficulty with accessing executive functions such as organization, planning ahead, and self-monitoring",目標設定・そのプロセスの計画・効果的行動が出来なくなる高次脳機能障害の一種,,,,,C2748208
Q1895873,症状,Q169872,disorientation,失見当識,psychopathological symptom,見当識を失った状態,,R41.0,,,C0233407
Q3809295,症状,Q169872,tachykinesia,,,,,,,,
Q4159548,症状,Q169872,fruit deformation,,,,,,,,
Q1935832,症状,Q169872,neurofibromatosis type II,神経線維腫症2型,type of neurofibromatosis disease,,D016518,D33,237.72,,C0027832
Q5113995,症状,Q169872,Chronic recurrent erysipelas,,,,,,,,
Q1779438,症状,Q169872,piblokto,ピブロクト,culture-bound syndrome,,,F44.88,,,
Q116275,症状,Q169872,myoclonus,ミオクローヌス,"medical sign, rapid involuntary irregular muscle contractions",,D009207,G25.3,333.2,,C0027066
Q2017741,症状,Q169872,oculocutaneous albinism,,"autosomal recessive disease characterized by abnormal pigmentation of the skin, hair and eyes",,D016115,,270.265856,,C0078918
Q183134,症状,Q169872,sepsis,敗血症,life-threatening response to infection,感染症に対する制御不能な生体反応からくる致命的な臓器障害,D018805,R65.20,995.92,,C0036690
Q6744445,症状,Q169872,malnutrition–inflammation complex,,common condition in chronic disease states such as chronic kidney disease,,,,,,
Q1788314,症状,Q169872,periodic paralysis,周期性四肢麻痺,human disease,,D010245,,359.3,198030008,C0030443
Q5283089,症状,Q169872,distress,苦悩,difficult state in which a person is unable to completely adapt to stressors and their resulting stress and shows maladaptive behaviors,,D000079225,,,,C0231303
Q2035109,症状,Q169872,nail-patella syndrome,,Human disease,,D009261,,756.89,22199006,C0027341
Q143877,症状,Q169872,cogwheel rigidity,,disease symptom in neurology,,,,,,C0151564
Q1934069,症状,Q169872,microscopic polyangiitis,顕微鏡的多発血管炎,"inflammatory, necrotizing, systemic vasculitis that affects predominantly small vessels in multiple organs",,D055953,M31.7,446.0,,C0343192
Q633403,症状,Q169872,asthenia,無力症,symptom,筋力が弱くなる症状,D001247,,,,
Q1947302,症状,Q169872,Castleman's disease,キャッスルマン病,"lymphoproliferative syndrome characterized by one or more enlarged lymph nodes containing cells with hyaline-vascular, plasmacytic, or mixed appearance microscopically",,D005871,D47.Z2,785.6,,C0017531
Q3152967,症状,Q169872,emotional insecurity,,unease caused by seeing oneself as inferior or vulnerable,,,,,,
Q1806811,症状,Q169872,latah,ラタ,culture-bound syndrome,,,,,,
Q2057356,症状,Q169872,eosinophilic esophagitis,好酸球性食道炎,esophagitis characterized by inflammation involving eosinophils located in esophagus,,D057765,,,,C0341106
Q611458,症状,Q169872,neuromyelitis optica,視神経脊髄炎,inflammatory demyelinating diseases of the central nervous system characterized mainly by attacks of uni- or bilateral optic neuritis and acute myelitis,,D009471,,,,C0027873
Q41184,症状,Q169872,clinical lycanthropy,臨床人狼病,psychopathological symptom,,,,,,
Q3144956,症状,Q169872,upper gastrointestinal bleeding,上部消化管出血,medical condition,,,K92.2,578.9,,C0041909
Q3589142,症状,Q169872,epigastric pain,心窩部痛,symptom,,,R10.1,,,C0232493
Q1951267,症状,Q169872,moya moya disease,もやもや病,cerebral arterial disease characterized by constriction of certain arteries at the base of the brain; blood flow is blocked by the constriction and also by blood clots,脳底部に異常血管網がみられる脳血管障害,D009072,,,,C0026654
Q189643,症状,Q169872,delusion,妄想,firm and fixed belief based on inadequate grounding,その文化において共有されない誤った確信,D003702,,,,C0011253
Q2361468,症状,Q169872,pseudohallucination,偽幻覚,"involuntary sensory experience vivid enough to be regarded as a hallucination, but recognised by the patient not to be the result of external stimuli",,,,780.1,,C0233758
Q3061764,症状,Q169872,morbilliform rash,,symptom,,,,,,C0234918
Q4215775,症状,Q169872,metal poisoning,金属中毒,toxic and harmful effects of certain metals and their compounds to living organisms,金属の摂取により毒性のある化合物が形成されること,D020260,T56,,,C0274869
Q1787020,症状,Q169872,thanatophoric dysplasia,,osteochondrodysplasia that results in short arms and legs with excess folds of skin,,D013796,,,,C0039743
Q3539327,症状,Q169872,Webbed neck,,Congenital anatomic variant.,,,Q18.3,744.5,,
Q188008,症状,Q169872,dyspnea,呼吸困難,feelings associated with impaired breathing,,D004417,R06.0,,,C0013404
Q1947307,症状,Q169872,basal ganglia calcification,ファール病,"a rare, genetic neurological disorder characterized by abnormal deposits of calcium in areas of the brain that control movement",,C536275,,,,C0393590
Q580290,症状,Q169872,spinal muscular atrophy,脊髄性筋萎縮症,rare congenital neuromuscular disorder,脊髄の運動ニューロン(脊髄前角細胞)の病変によって起こる 神経原性の筋萎縮を起こす先天性遺伝子疾患,,,,,C0026847
Q143607,症状,Q169872,bleeding gums,,result of an inflammatory disease of the gingiva (gums),,D005884,,,,C0017565
Q205835,症状,Q169872,snoring,いびき,"involuntary, vibratory noises made while sleeping",睡眠時に上気道が呼吸時に擦れて出す呼吸音,D012913,R06.5,786.09,,C0037384
Q1771331,症状,Q169872,cryopyrin-associated periodic syndrome,クリオピリン関連周期熱症候群,group of rare autosomal dominant diseases,,D056587,,,430079001,C2316212
Q5141203,症状,Q169872,cognitive deficit,認知障害,medical condition,,,,,,
Q582207,症状,Q169872,antiphospholipid syndrome,抗リン脂質抗体症候群,human disease,,D016736,,,,C0085278
Q1995327,症状,Q169872,Kennedy disease,球脊髄性筋萎縮症,"Kennedy's disease, also known as bulbospinal muscular atrophy (BSMA), is a rare X-linked recessive motor neuron disease characterized by proximal and bulbar muscle wasting",,D055534,G12.1,335.1,,C0393547
Q6508875,症状,Q169872,Leaf spot,斑点性病害,leaf disease caused by fungal pathogen,植物の葉に病斑を形成する病害の総称,,,,,
Q5429401,症状,Q169872,Faget sign,,pairing of fever with bradycardia,,,,,,
Q3073147,症状,Q169872,intermittent fever,間欠熱,symptom,一日の体温差が1°C以上の変化をとり、37°C以下にまで下がる発熱,,,,,C0277799
Q3232712,症状,Q169872,impairment of continence,失禁,lack of control of either bladder or bowel function,,,,,,
Q3030775,症状,Q169872,distraction,注意散漫,diversion of attention away from an intended focus,,,,,,
Q2140501,症状,Q169872,glutaric aciduria type 1,グルタル酸尿症1型,Glutaryl-CoA dehydrogenase (GCDH) deficiency (GDD) is an autosomal recessive neurometabolic disorder clinically characterized by encephalopathic crises resulting in striatal injury and a severe dystonic dyskinetic movement disorder,,C536833,E72.3,,,C0268595
Q55787960,症状,Q169872,rare genetic dystonia,,form of dystonia (disease) that is both rare and inborn,,,,,,C0752207
Q55787788,症状,Q169872,acute encephalopathy with biphasic seizures and late reduced diffusion,,human disease,,,,,,C4707658
Q55788679,症状,Q169872,epilepsy with myoclonic absences,,human disease,,,,,,C0393703
Q30141414,症状,Q169872,changes in mood and personality,,,,,,,,
Q30141399,症状,Q169872,decreased or poor judgment,,,,,,,,
Q30141385,症状,Q169872,problems with words in speaking or writing,,,,,,,,
Q30141432,症状,Q169872,withdrawal from work or social activities,,,,,,,,
Q30141517,症状,Q169872,trouble understanding visual images and spatial relationships,,,,,,,,
Q4419854,症状,Q169872,psychological pillow,,symptom of catatonia (where the individual holds his head a few centimetres above the bed),,,,,,
Q21117104,症状,Q169872,weak feet,,,,,,,,C0239648
Q21117562,症状,Q169872,emotional upset,,,,,,,,C0677661
Q21117237,症状,Q169872,ulceration of nasal septum,,,,,J34.0,,,
Q21117554,症状,Q169872,muscle incoordination,,,,,,,,C0231527
Q21117369,症状,Q169872,tonic spasms,,,,,,,,C1836825
Q937353,症状,Q169872,echolalia,反響言語,speech disorder that involves the automatic repetition of vocalizations made by another person,他者の言葉をそのまま繰り返して真似る行為,D004454,R48.8,784.69,,C0013528
Q290620,症状,Q169872,dysphoria,不快,"state of feeling unwell or unhappy; a feeling of emotional and mental discomfort as a symptom of discontentment, restlessness, dissatisfaction, malaise, depression, anxiety or indifference",,,,,,C3176494
Q21117511,症状,Q169872,stiff neck,寝違え,,睡眠中に起こる首の痛みまたは首の硬直,,,,,
