qid,category,category_qid,en_label,ja_label,en_description,ja_description,mesh_id,icd10,icd9,snomed_id,umls_id
Q27640062,医薬品,Q12140,mint leaf,薄荷,leaf of Mentha plant,,,,,,
Q117068,医薬品,Q12140,yerba mate,イェルバ・マテ,species of plant,,D030019,,,,C0874159
Q27650341,医薬品,Q12140,Chinese foxglove root,地黄,Crude drug,,,,,,
Q27595243,医薬品,Q12140,Cannabis Fructus,麻子仁,crude drug,,,,,,
Q27595422,医薬品,Q12140,Cicadae Periostracum,蝉退,Crude drug,,,,,,
Q11341994,医薬品,Q12140,Chinese thorowax root,柴胡,dried root of Bupleurum chinense,,,,,,
Q27650667,医薬品,Q12140,Zanthoxyli Fructus,山椒,Crude drug,漢方生薬,,,,,
Q27584346,医薬品,Q12140,Anemarrhenae,知母,Crude drug,漢方生薬,,,,,
Q549313,医薬品,Q12140,anise oil,アニス油,herbal product; essential oil,,,,,,
Q27650242,医薬品,Q12140,Plantaginis Semen,車前子,Crude drug,,,,,,
Q27650137,医薬品,Q12140,Ostreae Testa,牡蛎,Crude drug,,,,,,
Q27650244,医薬品,Q12140,platycodon root,桔梗,"root of platycodon grandiflorus, used as food or a crude drug",,,,,,
Q27620126,医薬品,Q12140,coptis rhizome,黄連,Crude drug,,,,,,
Q27657241,医薬品,Q12140,Artemisiae Folium,艾葉,Crude drug,,,,,,
Q27640061,医薬品,Q12140,magnolia bark,厚朴,Crude drug,,,,,,
Q19840126,医薬品,Q12140,gambier,阿仙薬,plant extract,,,,,,
Q27613853,医薬品,Q12140,Coicis Semen,薏苡仁,crude drug,,,,,,
Q27595488,医薬品,Q12140,Cinnamomi Cortex,桂皮,Crude drug,漢方生薬,,,,,
Q27630944,医薬品,Q12140,Fossilia Ossis Mastodi,竜骨,Crude drug,,,,,,
Q27650430,医薬品,Q12140,rhubarb,大黄,Crude drug,,,,,,
Q27650020,医薬品,Q12140,Moutan Cortex,牡丹皮,Crude drug,生薬,,,,,
Q27626672,医薬品,Q12140,Ephedrae Herba,麻黄,Crude drug,,,,,,
Q27626767,医薬品,Q12140,Evodiae Fructus,呉茱萸,Crude drug,,,,,,
Q27650135,医薬品,Q12140,ophiopogon tuber,麦門冬,Crude drug,,,,,,
Q27650616,医薬品,Q12140,Uncariae Uncis Cum Ramulus,釣藤鈎,Crude drug,,,,,,
Q27650240,医薬品,Q12140,pinellia tuber,半夏,Crude drug,,,,,,
Q27595494,医薬品,Q12140,Cnidii Rhizoma,川芎,Crude drug,生薬,,,,,
Q110969665,医薬品,Q12140,urokinase,,medication,,,,,,
Q107284062,医薬品,Q12140,peginterferon lambda,,type III interferon analog,,,,,,
Q109913174,医薬品,Q12140,somidobove,,recombinant bovine somatotropin,,,,,,
Q97635112,医薬品,Q12140,streptogramin B,,specific streptogramin group B antibiotic produced by Streptomyces graminofaciens and other bacteria,,D025381,,,,C0949698
Q96237135,医薬品,Q12140,capsicum,,herbal medicine documented by the European Medicines Agency,,,,,,
Q111645461,医薬品,Q12140,kanglaite,,drug extracted from Coix genus seed,,C499781,,,,C1568044
Q97224519,医薬品,Q12140,Invossa-K,,,,,,,,
Q106636491,医薬品,Q12140,somagrebove,,veterinary medication,,,,,,
Q112790595,医薬品,Q12140,mRNA-1273.214 vaccine,,mRNA vaccine for COVID-19,,,,,,
Q106774420,医薬品,Q12140,5α dihydrodeoxycorticosterone,,steroid hormone,,,,,,
Q106774437,医薬品,Q12140,5α dihydroaldosterone,,steroid hormone,,,,,,
Q106774446,医薬品,Q12140,5α dihydrocorticosterone,,steroid hormone,,,,,,
Q106775462,医薬品,Q12140,5α dihydrocortisol,,steroid hormone,,,,,,
Q106775485,医薬品,Q12140,5α dihydrocortisone,,steroid hormone,,,,,,
Q106775498,医薬品,Q12140,5α dihydrodeoxycortisol,,steroid hormone,,,,,,
Q106775524,医薬品,Q12140,3α 5α tetrahydrodeoxycorticosterone,,steroid hormone,,,,,,
Q106775548,医薬品,Q12140,3α 5α tetrahydroaldosterone,,steroid hormone,,,,,,
Q106775562,医薬品,Q12140,3α 5α tetrahydrocorticosterone,,steroid hormone,,,,,,
Q106776748,医薬品,Q12140,3α 5α tetrahydrocortisol,,steroid hormone,,,,,,
Q106776823,医薬品,Q12140,3α 5α tetrahydrocortisone,,steroid hormone,,,,,,
Q106776830,医薬品,Q12140,3α 5α tetrahydrodeoxycortisol,,steroid hormone,,,,,,
Q106776852,医薬品,Q12140,17α-hydroxypregnenolone,,steroid hormone,,,,,,
Q106776906,医薬品,Q12140,17α hydroxyallopregnanedione,,steroid hormone,,,,,,
Q106776920,医薬品,Q12140,17α hydroxyallopregnanolone,,steroid hormone,,,,,,
Q106776897,医薬品,Q12140,allopregnanedione,,steroid hormone,,,,,,
Q106777052,医薬品,Q12140,5α androstanedione,,steroid hormone,,,,,,
Q106777058,医薬品,Q12140,5α dihydrotestosterone,,steroid hormone,,,,,,
Q106777065,医薬品,Q12140,3α 5α androsterone,,steroid hormone,,,,,,
Q106777080,医薬品,Q12140,3α 5α androstanediol,,steroid hormone,,,,,,
Q106777114,医薬品,Q12140,15α 16α hydroxyestrone,,steroid hormone,,,,,,
Q104166363,医薬品,Q12140,recombinant feline interferon omega,,veterinary medication,,,,,,
Q106830016,医薬品,Q12140,fibrinogen I-125,,"chemical compound, radiocontrast agent",,,,,,
Q96233283,医薬品,Q12140,knotgrass herb,,herbal medicine documented by the European Medicines Agency,,,,,,
Q96233685,医薬品,Q12140,hawthorn leaf and flower,,herbal medicine documented by the European Medicines Agency,,,,,,
Q96235653,医薬品,Q12140,saw palmetto berry,,herbal medicine documented by the European Medicines Agency,,,,,,
Q104115692,医薬品,Q12140,V451,V451ワクチン,experimental vaccine targeting SARS-CoV-2,,,,,,
Q96240471,医薬品,Q12140,centaury,,herbal medicine documented by the European Medicines Agency,,,,,,
Q96313152,医薬品,Q12140,dittany of Crete (herb),,herbal medicine documented by the European Medicines Agency,,,,,,
Q96313188,医薬品,Q12140,guarana seed,,herbal medicine documented by the European Medicines Agency,,,,,,
Q96313342,医薬品,Q12140,katula,,herbal medicine documented by the European Medicines Agency,,,,,,
Q96323001,医薬品,Q12140,Mouse-ear hawkweed,,herbal medicine documented by the European Medicines Agency,,,,,,
Q96323419,医薬品,Q12140,arctic root,,herbal medicine documented by the European Medicines Agency,,,,,,
Q96323300,医薬品,Q12140,ribwort plantain leaf,,herbal medicine documented by the European Medicines Agency,,,,,,
Q96333768,医薬品,Q12140,hedge mustard (herb),,herbal medicine documented by the European Medicines Agency,,,,,,
Q96334169,医薬品,Q12140,woody nightshade stem,,herbal medicine documented by the European Medicines Agency,,,,,,
Q96335271,医薬品,Q12140,comfrey root,,herbal medicine documented by the European Medicines Agency,,,,,,
Q96335246,医薬品,Q12140,european goldenrod (herb),,herbal medicine documented by the European Medicines Agency,,,,,,
Q96335494,医薬品,Q12140,Tiliae tomentosae flos,,herbal medicine documented by the European Medicines Agency,,,,,,
Q96335526,医薬品,Q12140,tormentil root,,herbal medicine documented by the European Medicines Agency,,,,,,
Q96347590,医薬品,Q12140,cat's claw (bark),,herbal medicine documented by the European Medicines Agency,,,,,,
Q96347656,医薬品,Q12140,nettle herb,,herbal medicine documented by the European Medicines Agency,,,,,,
Q96347851,医薬品,Q12140,nettle root,,herbal medicine documented by the European Medicines Agency,,,,,,
Q96348138,医薬品,Q12140,wild pansy (herb),,herbal medicine documented by the European Medicines Agency,,,,,,
Q96348781,医薬品,Q12140,mistletoe (herb),,herbal medicine documented by the European Medicines Agency,,,,,,
Q96381977,医薬品,Q12140,imidacloprid/moxidectin,,combination drug,,,,,,
Q123428019,医薬品,Q12140,cagrilintide,,chemical compound,,,,,,
Q123248554,医薬品,Q12140,mazdutide,,experimental medication,,,,,,
Q96323384,医薬品,Q12140,primula root,,herbal drug,,,,,,
Q123474422,医薬品,Q12140,xeligekimab,,experimental drug,,,,,,
Q123449218,医薬品,Q12140,petrelintide,,experimental medication,,,,,,
Q123481209,医薬品,Q12140,aleniglipron,,experimental drug,,,,,,
Q123481128,医薬品,Q12140,IBI311,,experimental drug,,,,,,
Q123481217,医薬品,Q12140,efocipegtrutide,,experimental drug,,,,,,
Q123481340,医薬品,Q12140,ecnoglutide,,experimental drug,,,,,,
Q123481528,医薬品,Q12140,efpeglenatide,,experimental drug,,,,,,
Q123501168,医薬品,Q12140,insulin efsitora alfa,,experimental drug,,,,,,
Q123530159,医薬品,Q12140,clesrovimab,,experimental drug,,,,,,
Q123530144,医薬品,Q12140,favezelimab,,experimental drug,,,,,,
Q123530153,医薬品,Q12140,efinopegdutide,,experimental drug,,,,,,
Q123530136,医薬品,Q12140,tozorakimab,,experimental drug,,,,,,
Q123530822,医薬品,Q12140,boserolimab,,experimental drug,,,,,,
Q123530844,医薬品,Q12140,rezpegaldesleukin,,experimental drug,,,,,,
Q123575753,医薬品,Q12140,TNB-486,,experimental drug,,,,,,
Q123582105,医薬品,Q12140,MEDI6570,,experimental drug,,,,,,
Q123598881,医薬品,Q12140,acazicolcept,,experimental drug,,,,,,
Q123598631,医薬品,Q12140,3K3A-Activated Protein C,,experimental drug for the treatment of stroke,,,,,,
Q110983548,医薬品,Q12140,nano-diamino-tetrac,,"tetraiodothyroacetic acid, covalently bound to poly(lactic-co-glycolic acid) nanoparticles",,C000626766,,,,C4705364
Q96333359,医薬品,Q12140,elderberry,,fruit of elder (Sambucus nigra L.),,,,,,
Q117263190,医薬品,Q12140,Sheng-Mai San,,"Chinese herbal medicine composed of extracts from the roots of Panax ginseng (ren shen) and Ophiopogon japonicas (mai men dong), and the berries of Schisandra chinensis (wu wei zi) with potential protective activity",,,,,,
Q96236267,医薬品,Q12140,agrimony,,herbal medicine documented by the European Medicines Agency,,,,,,
Q105252811,医薬品,Q12140,Taiwan Chingguan Yihau,清冠一号,traditional Chinese medicine formula to target COVID-19,,,,,,
Q101234064,医薬品,Q12140,Juniperus virginiana twig,,,,,,,,
Q114688191,医薬品,Q12140,Gangaria de Flush,,a company that deals with herbal medicine,,,,,,
Q105701687,医薬品,Q12140,Tian Xian Liquid,,,,,,,,
Q135117033,医薬品,Q12140,Atinvicitinib,,veterinary medicinal product,,,,,,
Q96347634,医薬品,Q12140,nettle leaf,,natural product from nettles,,,,,,
Q99328880,医薬品,Q12140,casirivimab/imdevimab,カシリビマブ・イムデビマブ,experimental anti-COVID-19 drug developed by Regeneron,,,,,,
Q131868369,医薬品,Q12140,Bupleurum root extract,,extract from dried root of Bupleurum and source of saikogenins and saikosaponins,,C051274,,,,
Q118398235,医薬品,Q12140,HOPO 14-1,,experimental drug,,,,,,
Q96236479,医薬品,Q12140,birch leaf,,herbal medicine documented by the European Medicines Agency,,,,,,
Q118501961,医薬品,Q12140,bedinvetmab,,veterinary drug,,,,,,
Q27659710,医薬品,Q12140,Forsythiae Fructus,連翹,Crude drug,,,,,,
Q27680136,医薬品,Q12140,Nupharis Rhizoma,川骨,Crude drug,,,,,,
Q27660093,医薬品,Q12140,Glehniae Radix Cum Rhizoma,浜防風,Crude drug,,,,,,
Q27658656,医薬品,Q12140,Crotonis Semen,巴豆,Crude drug,,,,,,
Q27680139,医薬品,Q12140,Panacis Japonici Rhizoma,竹節人参,Crude drug,,,,,,
Q27680185,医薬品,Q12140,Polygalae Radix,遠志,Crude drug,,,,,,
Q27659991,医薬品,Q12140,Gentianae Scabrae Radix,竜胆,Crude drug,,,,,,
Q96059000,医薬品,Q12140,Polypodii rhizoma,,herbal medicine documented by the European Medicines Agency,,,,,,
Q96068571,医薬品,Q12140,Phaseoli fructus (sine semine),,herbal medicine documented by the European Medicines Agency,,,,,,
Q96069000,医薬品,Q12140,Millefolii flos,,herbal medicine documented by the European Medicines Agency,,,,,,
Q96069897,医薬品,Q12140,Fragariae folium,,herbal medicine documented by the European Medicines Agency,,,,,,
Q96069960,医薬品,Q12140,Malvae sylvestris flos,,herbal medicine documented by the European Medicines Agency,,,,,,
Q96070973,医薬品,Q12140,Echinaceae angustifoliae radix,,herbal medicine documented by the European Medicines Agency,,,,,,
Q96071362,医薬品,Q12140,artichoke leaf,,herbal medicine documented by the European Medicines Agency,,,,,,
Q96078351,医薬品,Q12140,milkthistle fruit,,herbal medicine documented by the European Medicines Agency,,,,,,
Q96079081,医薬品,Q12140,pale coneflower root,,herbal medicine documented by the European Medicines Agency,,,,,,
Q96094786,医薬品,Q12140,soy extract,,herbal medicine documented by the European Medicines Agency,,,,,,
Q96095243,医薬品,Q12140,calendula flower,,herbal medicine documented by the European Medicines Agency,,,,,,
Q96095223,医薬品,Q12140,mullein flower,,herbal medicine documented by the European Medicines Agency,,,,,,
Q96095411,医薬品,Q12140,malabar-nut leaf,,herbal medicine documented by the European Medicines Agency,,,,,,
Q96095369,医薬品,Q12140,winter-cherry root,,herbal medicine documented by the European Medicines Agency,,,,,,
Q96095586,医薬品,Q12140,kalmegh,,herbal medicine documented by the European Medicines Agency,,,,,,
Q96095607,医薬品,Q12140,meadowsweet flower,,herbal medicine documented by the European Medicines Agency,,,,,,
Q96095951,医薬品,Q12140,melilot,,herbal medicine documented by the European Medicines Agency,,,,,,
Q96097871,医薬品,Q12140,bearberry leaf,,herbal medicine documented by the European Medicines Agency,,,,,,
Q96097902,医薬品,Q12140,blackcurrant leaf,,herbal medicine documented by the European Medicines Agency,,,,,,
Q96098098,医薬品,Q12140,maté leaf,,herbal medicine documented by the European Medicines Agency,,,,,,
Q96098211,医薬品,Q12140,grapevine leaf (red),,herbal medicine documented by the European Medicines Agency,,,,,,
Q96107723,医薬品,Q12140,pygeum africanum bark,,herbal medicine documented by the European Medicines Agency,,,,,,
Q96110406,医薬品,Q12140,aloe leaf,,herbal medicine documented by the European Medicines Agency,,,,,,
Q27658397,医薬品,Q12140,Clematidis Radix,威霊仙,Crude drug,,,,,,
Q27658612,医薬品,Q12140,Corni Fructus,山茱萸,Crude drug,,,,,,
Q27658753,医薬品,Q12140,Eriobotryae Folium,枇杷葉,Crude drug,,,,,,
Q96141970,医薬品,Q12140,Boldi folium,,herbal medicine documented by the European Medicines Agency,,,,,,
Q27659982,医薬品,Q12140,Fritillariae Bulbus,貝母,Crude drug,,,,,,
Q27659988,医薬品,Q12140,Gastrodiae Tuber,天麻,Crude drug,,,,,,
Q27660208,医薬品,Q12140,Chinese motherwort herb,益母草,Crude drug,,,,,,
Q27660387,医薬品,Q12140,Linderae Radix,烏薬,Crude drug,,,,,,
Q27660364,医薬品,Q12140,Lithospermi Radix,紫根,Crude drug,,,,,,
Q27660432,医薬品,Q12140,Lycii Cortex,地骨皮,Crude drug,,,,,,
Q96181220,医薬品,Q12140,devil's claw root,,herbal medicine documented by the European Medicines Agency,,,,,,
Q96181207,医薬品,Q12140,restharrow root,,herbal medicine documented by the European Medicines Agency,,,,,,
Q27660514,医薬品,Q12140,Magnoliae Flos,辛夷,Crude drug,,,,,,
Q96196170,医薬品,Q12140,arnica flower,,herbal medicine documented by the European Medicines Agency,,,,,,
Q96196338,医薬品,Q12140,althea root,,herbal medicine documented by the European Medicines Agency,,,,,,
Q96211598,医薬品,Q12140,passion flower (herb),,herbal medicine documented by the European Medicines Agency,,,,,,
Q96211645,医薬品,Q12140,primula flower,,herbal medicine documented by the European Medicines Agency,,,,,,
Q96211960,医薬品,Q12140,greek sage leaf,,herbal medicine documented by the European Medicines Agency,,,,,,
Q96212442,医薬品,Q12140,sandy everlasting flower,,herbal medicine documented by the European Medicines Agency,,,,,,
Q27658755,医薬品,Q12140,Eucommiae Cortex,杜仲,Crude drug,,,,,,
Q27660431,医薬品,Q12140,Lonicerae Folium Cum Caulis,忍冬,Crude drug,,,,,,
Q28132011,医薬品,Q12140,11-ketodihydrotestosterone,11-ケトジヒドロテストステロン,chemical compound,,,,,,
Q96095794,医薬品,Q12140,meadowsweet,,herbal medicine documented by the European Medicines Agency,,,,,,
Q28132025,医薬品,Q12140,Testosterone isovalerate,テストステロンイソバレレート,chemical compound,,,,,,
Q28132034,医薬品,Q12140,Testosterone diacetate,テストステロンジアセテート,chemical compound,,,,,,
Q28132037,医薬品,Q12140,testosterone acetate propionate,テストステロン酢酸プロピオン酸塩,chemical compound,,,,,,
Q29586869,医薬品,Q12140,Native copper and epidote-MCG 68948,,sample of native copper and epidote,,,,,,
Q27660203,医薬品,Q12140,Hordei Fructus Germinatus,麦芽,Crude drug,,,,,,
Q27660205,医薬品,Q12140,Houttuyniae Herba,十薬,Crude drug,,,,,,
Q27658756,医薬品,Q12140,Eupolyphaga,䗪虫,Crude drug,,,,,,
Q27680137,医薬品,Q12140,Japonica rice,粳米,crude drug,,,,,,
Q27678906,医薬品,Q12140,Notopterygii Rhizoma,羗活,Crude drug,,,,,,
Q27678905,医薬品,Q12140,Nelumbis Semen,蓮肉,Crude drug,,,,,,
Q27680140,医薬品,Q12140,Peucedani Radix,前胡,Crude drug,,,,,,
Q27680186,医薬品,Q12140,Polygoni Multiflori Radix,何首烏,Crude drug,,,,,,
Q28132016,医薬品,Q12140,19-Nor-5-androstenedione,19-ノル-5-アンドロステンジオン,"synthetic, orally active anabolic steroid",,,,,,
Q28131984,医薬品,Q12140,chlorodehydromethylandrostenediol,,chemical compound,,,,,,
Q28132006,医薬品,Q12140,dimethandrolone undecanoate,,chemical compound,,,,,,
Q28132005,医薬品,Q12140,dimethandrolone buciclate,,chemical compound,,,,,,
Q28132024,医薬品,Q12140,Testosterone phenylbutyrate,,chemical compound,,,,,,
Q27668401,医薬品,Q12140,linseed cake,,byproduct of linseed oil production,,,,,,
Q27660271,医薬品,Q12140,Lilii Bulbus,百合,Crude drug,,,,,,
Q78038029,医薬品,Q12140,vernamycin B,,antibiotic mixture originally isolated from Streptomyces loidensis,,D025763,,,,C0205994
Q95997172,医薬品,Q12140,Kai-Xin-San,,herbal medicine from China,,,,,,
Q77927738,医薬品,Q12140,streptodornase and streptokinase,,mixture of the enzymes streptokinase and streptodornase produced by hemolytic streptococci,,D013299,,,,
Q96070064,医薬品,Q12140,mallow leaves,,"food, herbal medicine documented by the European Medicines Agency",,,,,,
Q67201115,医薬品,Q12140,cloacin,,bacteriocin produced by a plasmid,,D002989,,,,
Q27658613,医薬品,Q12140,Corydalis Tuber,延胡索,Crude drug,生薬の成分,,,,,
Q96181239,医薬品,Q12140,marjoram (herb),,herb used in cooking; herbal medicine documented by the European Medicines Agency,,,,,,C0453261
Q27660434,医薬品,Q12140,Lycii Fructus,枸杞子,Crude drug,,,,,,
Q28132040,医薬品,Q12140,Methyltestosterone 3-hexyl ether,,synthetic anabolic-androgenic steroid and an androgen ether,,,,,,
Q96110429,医薬品,Q12140,sage leaf,,herbal medicine documented by the European Medicines Agency,,,,,,C1122976
Q96141729,医薬品,Q12140,Lichen islandicus,,herbal medicine documented by the European Medicines Agency,,,,,,
Q96097703,医薬品,Q12140,kava kava,カヴァ・カヴァ,herbal medicine documented by the European Medicines Agency,,D020901,,,,C0521083
Q27658616,医薬品,Q12140,Crataegi Fructus,山楂子,Crude drug,,,,,,
Q27660429,医薬品,Q12140,Longan Arillus,竜眼肉,Crude drug,,,,,,
Q96079654,医薬品,Q12140,ivy leaf,,herbal medicine documented by the European Medicines Agency,,,,,,
Q50265665,医薬品,Q12140,insulin,インスリン,pancreas hormone,ホルモンの一つ,D007328,,,,
Q78317774,医薬品,Q12140,circulating thymic factor,,thymus-dependent nonapeptide found in normal blood,,D013935,,,,C0040073
Q20801764,医薬品,Q12140,OspA lipoprotein,,pharmaceutical drug,,,,,,
Q55606493,医薬品,Q12140,Camidanlumab tesirine,,antibody-drug conjugate,,,,,,
Q31749344,医薬品,Q12140,birch seed,,seeds of the birch tree,,,,,,
Q4095199,医薬品,Q12140,botulinum toxin type A,,the main type of neurotoxin produced by Clostridium botulinum,,D019274,,,,
Q5528332,医薬品,Q12140,Gaviscon,,over-the-counter antacid,,,,,,
Q11580850,医薬品,Q12140,Hyaku-sō,百草,herbal medicine,,,,,,
Q74800133,医薬品,Q12140,sodium morrhuate,,sodium salts of the fatty acids in cod liver oil; an irritant and sclerosing agent used to treat varicose veins and arthritic joints,,D012976,,,,
Q16858520,医薬品,Q12140,CBR96-doxorubicin immunoconjugate,,antibody-drug conjugate,,,,,,
Q10543222,医薬品,Q12140,kan jang,,,,,,,,
Q27657260,医薬品,Q12140,immature bitter orange,枳実,Crude drug,,,,,,
Q20817235,医薬品,Q12140,interferon-alpha,,one of the type I interferons produced by peripheral blood leukocytes or lymphoblastoid cells,,D016898,,,,
Q27657775,医薬品,Q12140,Carthami Flos,紅花,Crude drug,,,,,,
Q106640952,医薬品,Q12140,archexin,,medication,,,,,,
Q106654680,医薬品,Q12140,trecovirsen,,medication,,,,,,
Q106654717,医薬品,Q12140,trecovirsen sodium,,medication,,,,,,
Q105296036,医薬品,Q12140,Asparaginase,アスパラギナーゼ,enzyme used as medication and in food manufacturing,,,,,,
Q60315441,医薬品,Q12140,cholecystokinin,コレシストキニン,mammalian protein found in Homo sapiens,,D002766,,,,
Q27657277,医薬品,Q12140,bamboo shavings,竹筎,Crude drug,,,,,,
Q27657415,医薬品,Q12140,Benincasae Semen,冬瓜子,Crude drug,,,,,,
Q27657417,医薬品,Q12140,Bezoar Bovis,牛黄,Crude drug,,,,,,
Q27657872,医薬品,Q12140,Cassiae Semen,決明子,Crude drug,,,,,,
Q27658285,医薬品,Q12140,Chrysanthemi Flos,菊花,Crude drug,,,,,,
Q78151521,医薬品,Q12140,follitropin beta,,bioengineered protein,,,,,,
Q3484769,医薬品,Q12140,French medicinal plants,,,,,,,,
Q6026320,医薬品,Q12140,Gripin,,Trademark of an analgesic drug,,,,,,
Q66317136,医薬品,Q12140,gamma-lipotropin,,peptide hormone in Homo sapiens,,D053500,,,,C0017046
Q81411046,医薬品,Q12140,REGN-EB3,,three antibodies used as a treatment for Ebola virus disease,,,,,,
Q148939,医薬品,Q12140,Corylus colurna,,species of tree,,,,,,C1046691
Q10712215,医薬品,Q12140,Valerina,,natural medicine,,,,,,
Q55815430,医薬品,Q12140,melissa seed oil,,oil from the seeds of Melissa officinalis L.,,,,,,
Q27680542,医薬品,Q12140,Tritici Semen,小麦,Crude drug,,,,,,
Q147064,医薬品,Q12140,Populus nigra,セイヨウハコヤナギ,species of plant,,,,,,
Q27680296,医薬品,Q12140,Sappan Lignum,蘇木,Crude drug,,,,,,
Q27680303,医薬品,Q12140,Schizonepetae Spica,荊芥,Crude drug,,,,,,
Q27680301,医薬品,Q12140,Saussureae Radix,木香,Crude drug,,,,,,
Q27680312,医薬品,Q12140,Sophorae Radix,苦参,Crude drug,,,,,,
Q27680316,医薬品,Q12140,Swertiae Herba,当薬,Crude drug,,,,,,
Q15709005,医薬品,Q12140,botulinum toxin Type B,,pharmaceutical drug,,C096323,,,,C0006051
Q27680472,医薬品,Q12140,Trichosanthis Radix,栝楼根,Crude drug,,,,,,
Q27680480,医薬品,Q12140,Trichosanthis Semen,栝楼仁,Crude drug,,,,,,
Q5145911,医薬品,Q12140,collagenase clostridium histolyticum,,pharmaceutical drug,,,,,,
Q27680293,医薬品,Q12140,Saposhnikoviae Radix,防風,Crude drug,,,,,,
Q27680543,医薬品,Q12140,Zizyphi Spinosi Semen,酸棗仁,Crude drug,,,,,,
Q66360952,医薬品,Q12140,brain natriuretic peptide,脳性ナトリウム利尿ペプチド,peptide in Homo sapiens,ホルモンの一種,,,,,
Q72480983,医薬品,Q12140,Guarana extract,,extract from guarana seeds,,,,,,
Q30314129,医薬品,Q12140,rovalpituzumab tesirine,,experimental antibody-drug conjugate,,,,,,
Q21098841,医薬品,Q12140,LGD-4033,リガンドロール,chemical compound,,,,,,
Q34081264,医薬品,Q12140,Deep Heat,,topical heat rub,,,,,,
Q57655570,医薬品,Q12140,elderberry extract,,ingredient,,,,,,
Q906271,医薬品,Q12140,danaparoid,ダナパロイド,anticoagulant drug,,,,,,
Q105488220,医薬品,Q12140,hyaluronidase (ovine),,highly purified sheep hyaluronidase for administration by injection into the vitreous of the eye.,,,,,,
Q7070750,医薬品,Q12140,NyQuil,,brand of medication,,,,,,
Q28456920,医薬品,Q12140,cofetuzumab pelidotin,,experimental cancer drug,,,,,,
Q20801777,医薬品,Q12140,anti-thymocyte globulin (rabbit),,pharmaceutical drug,,,,,,
Q20817241,医薬品,Q12140,ragweed pollen extract,,pharmaceutical drug,,,,,,
Q27680308,医薬品,Q12140,Sesami Semen,胡麻,crude drug,,,,,,
Q98523702,医薬品,Q12140,Viltolarsen,ビルトラルセン,pharmaceutical drug,,,,,,
Q3565069,医薬品,Q12140,Quercus infectoria,,species of plant,,,,,,
Q7115907,医薬品,Q12140,oxycodone/naloxone,,contains oxycodone and nalaxone and used to treat moderate to severe pain.,,,,,,
Q27680469,医薬品,Q12140,Tribuli Fructus,蒺藜子,Crude drug,,,,,,
Q28419407,医薬品,Q12140,Openvape,,personal vaporizer device manufacturer,,,,,,
Q7205689,医薬品,Q12140,Pluto Water,,mineral water laxitive,,,,,,
Q7573986,医薬品,Q12140,Spasmofen,,combination drug,,,,,,
Q6460439,医薬品,Q12140,gataparsen,,experimental drug,,,,,,
Q72443951,医薬品,Q12140,Birch leaves extract,,,,,,,,
Q58526200,医薬品,Q12140,human growth hormone,,polypeptide hormone secreted by the human adenohypophysis,,D019382,,,,
Q157307,医薬品,Q12140,Morus alba,マグワ,species of plant,クワ科の植物の一種,,,,,
Q27700466,医薬品,Q12140,Setariae Semen,粟,Crude drug,,,,,,
Q48829118,医薬品,Q12140,Symbicort,,pharmaceutical product,,,,,,
Q4779350,医薬品,Q12140,Apenta,アペンタ,Hungarian brand of laxative mineral water,,,,,,
Q136084440,医薬品,Q12140,warfarin,,"a water-soluble compound with anticoagulant properties, used as a rat poison and in the treatment of thrombosis",,,,,,
Q130753223,医薬品,Q12140,Enterospermum madagascariensis,,,,,,,,
Q136379212,医薬品,Q12140,Medicinal herb,,dried aerial part of plants used in pharmaceuticals,,,,,,
Q47161,医薬品,Q12140,Malus sylvestris,ワイルドクラブアップル,species of plant,リンゴ属の一種,,,,,C0947573
Q131302349,医薬品,Q12140,Kostaive,コスタイベ,vaccine,感染症予防ワクチンの一種,,,,,
Q136045327,医薬品,Q12140,Wilkinson's ointment,,,,,,,,
Q135003623,医薬品,Q12140,Turmeric,,"A yellow root used as a spice, medicine, and sacred element in Indian traditions and Telugu culture",,,,,,
Q134308113,医薬品,Q12140,Flame of the Forest(palasha),,Medicinal plant,,,,,,
Q134475986,医薬品,Q12140,Prirodno lecenje,,Website about natural medicine from Serbia,,,,,,
Q134707081,医薬品,Q12140,Blink®,,eye drops and contacts solution brand,,,,,,
Q135003539,医薬品,Q12140,Holy basil,,A sacred aromatic plant used in Indian households for spiritual and medicinal purposes,,,,,,
Q135734166,医薬品,Q12140,Lumify,,redness reliever eye drops,,,,,,
Q135933575,医薬品,Q12140,Propolis healing salve,,Healing salve with propolis and beeswax,,,,,,
Q130633282,医薬品,Q12140,Abrysvo,,RSV vaccine,,,,,,
Q3730784,医薬品,Q12140,aspirin/meprobamate,,combination drug,,,,,,
Q1021864,医薬品,Q12140,Acer laevigatum,,species of plant,,,,,,C1914645
Q2914445,医薬品,Q12140,Continuous erythropoietin receptor activator,持続性エリスロポエチン受容体活性化剤,class of drugs and a variant of erythropoietin,,,,,,
Q358375,医薬品,Q12140,agarwood,沈香,type of wood,香木の一つ,,,,,
Q28560314,医薬品,Q12140,Arginine vasopressin,,mammalian protein found in Rattus norvegicus,,,,,,
Q17126485,医薬品,Q12140,morphine/naltrexone,,combination drug,,,,,,
Q21124841,医薬品,Q12140,arginine vasopressin,バソプレッシン,"hormone synthesized from the AVP gene as a peptide prohormone in neurons in the hypothalamus, and is converted to AVP",ホルモンの一つ,,,,,
