qid,category,category_qid,en_label,ja_label,en_description,ja_description,mesh_id,icd10,icd9,snomed_id,umls_id
Q1766756,病気,Q12136,bitter pit,,physiological disorder,,,,,,
Q1060827,病気,Q12136,Kikuchi disease,組織球性壊死性リンパ節炎,rare disease,感染症や免疫異常が原因でリンパ節で炎症と組織の壊死が起こる病気,D020042,,,,C0398367
Q293931,病気,Q12136,Edema Disease of Swine,,acute disease of young pigs that is usually associated with weaning. It is characterized clinically by paresis and subcutaneous edema,,D004488,,,,C0013605
Q632228,病気,Q12136,Hajdu-Cheney syndrome,,rare disease,,D031845,,,,C0917715
Q1778998,病気,Q12136,limber tail syndrome,,,,,,,,
Q366964,病気,Q12136,X-linked adrenoleukodystrophy,副腎白質ジストロフィー,"peroxisomal disorder resulting in cerebral demyelination, axonal dysfunction in the spinal cord leading to spastic paraplegia, adrenal insufficiency and in some cases testicular insufficiency",,D000326,E71.3,,,C0007795
Q1877299,病気,Q12136,kangaroo lumpy jaw disease,,,,,,,,
Q703961,病気,Q12136,transmissible spongiform encephalopathy,伝達性海綿状脳症,group of brain diseases induced by prion proteins,,D017096,A81,046,,C0162534
Q1888235,病気,Q12136,mammary tumor,,,,,,,,
Q2034658,病気,Q12136,osseous choristoma of the ciliary body,,,,,,,,
Q1019940,病気,Q12136,Borjeson-Forssman-Lehmann syndrome,,genetic condition in humans,,C536575,,,,C0265339
Q430711,病気,Q12136,gynandromorphism,雌雄モザイク,organism with both male and female characteristics,,,,,,
Q2001911,病気,Q12136,devil facial tumour disease,デビル顔面腫瘍性疾患,cancer type affecting Tasmanian devils,,,,,,
Q657193,病気,Q12136,metabolic syndrome,メタボリックシンドローム,"disease diagnosed by a cluster of at least 3 out of the following conditions: abdominal obesity, high blood pressure, high blood sugar, high serum triglycerides, low serum high-density lipoprotein",内臓脂肪型肥満に高血糖・高血圧・脂質異常症のうち2つ以上の症状が一度に出ている状態,D024821,,277.7,,C0524620
Q300936,病気,Q12136,red disease of eels,,,,,,,,
Q343322,病気,Q12136,actinobacillosis of swine,,,,,,,,
Q657516,病気,Q12136,hereditary spastic paraplegia,遺伝性痙性対麻痺,genetically and clinically heterogeneous group of neurodegenerative disorders characterized by progressive spasticity and hyperreflexia of the lower limbs,,D015419,,,,C0037773
Q1660373,病気,Q12136,imposex,インポセックス,disorder of sea snails,,,,,,
Q220551,病気,Q12136,diabetes insipidus,尿崩症,"human disease, a condition characterized by large amounts of dilute urine and increased thirst",,D003919,E23.2,253.5,1296758008,C0011848
Q184489,病気,Q12136,digital dermatitis,,cattle disease,,D058066,,,,
Q203601,病気,Q12136,pneumothorax,気胸,abnormal collection of air in the pleural space,肺の疾患,D011030,J93,,,C0029850
Q390434,病気,Q12136,aganglionosis,,congenital absence of nerve cells in the intestinal wall,,,,,,C1836741
Q635339,病気,Q12136,macrocephaly,大頭症,human disease,,C537717,Q75.3,756.0,9740002,C0220690
Q1076421,病気,Q12136,choreatic disease,舞踏運動,"movement disease characterized by brief, semi-directed, irregular movements that not repetitive or rhythmic, but appear to flow from one muscle to the next",,D002819,G25.525.5,333.5,,C0008489
Q684840,病気,Q12136,Sneddon syndrome,,form of arteriopathy,,D018860,M30.8,,,C0282492
Q2165907,病気,Q12136,Tyzzer's disease,ティザー病,bacterial disease of mammals,,,,,,
Q164727,病気,Q12136,ornithosis,オウム病,disease,主に鳥類経由で気道感染症を引き起こす人獣共通感染症,D009956,,,,C0029291
Q630090,病気,Q12136,glycogen storage disease I,グルコース-6-ホスファターゼ欠損症,rare disease,,D005953,,271.0,,C0017920
Q669435,病気,Q12136,renal agenesis,,congenital disorder of urinary system,,,Q60.2,753.0,,
Q1023604,病気,Q12136,CHARGE syndrome,CHARGE症候群,"syndrome that is characterized by a pattern of congenital anomalies including choanal atresia and malformations of the heart, inner ear, and retina",先天性疾患,D058747,Q89.8,,,C0265354
Q1071707,病気,Q12136,Arnold-Chiari malformation,アーノルド・キアリ奇形,human disease,小脳の形成異常に関連した脳の奇形,D001139,Q07.0,348.4,,C0003803
Q1044327,病気,Q12136,Caroli disease,カロリ病,bile duct disease that is characterized by abnormal dilatation of the intrahepatic bile ducts,,D016767,,,717232005,C0162510
Q1022312,病気,Q12136,C syndrome,,"C syndrome is a rare multiple congenital anomaly/intellectual disability syndrome characterized by trigonocephaly and metopic suture synostosis, dysmorphic facial features, short neck, skeletal anomalies, and variable intellectual disability",,C537418,,,,C0796095
Q689777,病気,Q12136,dopamine-responsive dystonia,ジストニア,genetic movement disorder,,C538007,G24.1,,,C1851920
Q893408,病気,Q12136,border disease (sheep),ボーダー病,viral disease of sheep and goats caused by Pestivirus D,,,,,,
Q656199,病気,Q12136,torsion dystonia,,a hereditary disease characterized by involuntary painful muscle contractions resulting in uncontrollable distortions,,,G24.1,333.6,,
Q622914,病気,Q12136,egg binding,,"medical condition in birds or other egg-laying animals, where the female is unable to pass an egg that has formed",,,,,,
Q2008651,病気,Q12136,cerebellar hypoplasia in animals,,disorder where cerebellum is smaller than usual or underdeveloped (non-human),,,,,,
Q1076087,病気,Q12136,chondrosarcoma,軟骨肉腫,connective tissue cancer that has material basis in cells derived from transformed cells that produce cartilage,軟骨から発生する悪性骨腫瘍,D002813,,170.9,,C0008479
Q351708,病気,Q12136,Adams-Oliver syndrome,,"syndrome characterized by defects of the scalp (aplasia cutis congenita), abnormalities of the fingers, toes, arms and legs",,C538225,,,,C0265268
Q622828,病気,Q12136,hypokalemic periodic paralysis,,Human disease,,D020514,,359.3,,C0238358
Q205214,病気,Q12136,Guillain–Barré syndrome,ギラン・バレー症候群,autoimmune disease that causes the immune system to attack part of the peripheral nervous system,主に感染症をきっかけに発症する急性の炎症性多発神経障害であり、自己免疫反応による攻撃によって末梢神経根に炎症を引き起こす自己免疫疾患,D020275,,,,C0018378
Q187656,病気,Q12136,relapsing polychondritis,再発性多発軟骨炎,human disease,,D011081,,733.99,,C0032453
Q631904,病気,Q12136,atypical teratoid rhabdoid tumor,,"brain cancer that is usually located in the brain, but can occur anywhere in the central nervous system",,,C72,191,,C1266184
Q1031536,病気,Q12136,campomelic dysplasia,,osteochondrodysplasia that has material basis in a mutation in chromosome 17 which results in bowing in the located in tibia or located in femur,,D055036,,,,C1861922
Q602370,病気,Q12136,crayfish plague,ザリガニペスト,crayfish disease caused by Aphanomyces astaci,,,,,,
Q638344,病気,Q12136,bumblefoot,,inflammation on birds' and rodents' feet,,,,,,
Q221472,病気,Q12136,fragile X syndrome,脆弱X症候群,congenital disorder of nervous system,,D005600,Q99.2,,,C0016667
Q666980,病気,Q12136,Rubinstein-Taybi syndrome,ルビンシュタイン・テイビ症候群,rare disease,,D012415,,,45582004,C0035934
Q222634,病気,Q12136,cleft lip and cleft palate,口唇口蓋裂,congenital malformations caused by the failure of embryonic structures of the lip and/or palate to fuse,口蓋が閉じていない、または口唇に裂け目がある先天性異常のひとつ,,Q35,,,C3810181
Q660330,病気,Q12136,TAR syndrome,血小板減少橈骨欠損症候群,genetic disorder,,C536940,Q87.2,287.33,,C0175703
Q361648,病気,Q12136,double outlet right ventricle,両大血管右室起始症,"Human disease, Congenital Heart Disease",,D004310,,,,C0013069
Q624748,病気,Q12136,multiple endocrine neoplasia type 2B,多発性内分泌腫瘍症2B型,"autosomal dominant disease characterized by medullary thyroid carcinoma, pheochromocytoma, multiple mucosal neuromas and intestinal ganglioneuromas, and often a marfanoid habitus and other skeletal abnormalities",,D018814,,,,C0025269
Q1617145,病気,Q12136,animal trypanosomiasis,ナガナ病,parasitic disease of vertebrates,,,,,,C0027333
Q693578,病気,Q12136,pseudoachondroplasia,,osteochondrodysplasia that has material basis in mutations in the COMP gene which results in short limb dwarfism,,C535819,Q77.3,756.4,,C0410538
Q1667928,病気,Q12136,cow-hocked,,a defect in the conformation of four-legged animals,,,,,,
Q191571,病気,Q12136,polioencephalomalacia,,animal disease,,,,,,
Q669822,病気,Q12136,Laron syndrome,ラロン症候群,congenital disorder characterized by marked short stature associated with normal or high serum growth hormone (GH) and low serum insulin-like growth factor-1 (IGF-I) levels which fail to rise after exogenous GH administration,,D046150,,259.4,,C0271568
Q1022718,病気,Q12136,CADASIL,,autosomal dominant cerebrovascular disorder characterized by recurrent subcortical ischemic stroke and cognitive impairment,,D046589,,,,C0751587
Q693519,病気,Q12136,essential tremor,本態性振戦,"movement disorder causing involuntary tremors, especially in the hand",,D020329,,,609558009,C0270736
Q310335,病気,Q12136,Schindler disease,シンドラー病,Rare congenital metabolic disorder in humans.,,,E77.1,,,C0342850
Q366868,病気,Q12136,congenital adrenal hyperplasia,先天性副腎過形成症,steroid inherited metabolic disorder that is characterized by adrenal insufficiency and variable degrees of hyper- or hypo-androgeny manifestations resulting from steroidogenic enzyme deficiency,副腎皮質におけるステロイドホルモンの産生過程に必要な酵素が先天的に欠損している常染色体潜性遺伝病,D000312,,,,C0001627
Q1044007,病気,Q12136,Carney complex,,"autosomal dominant disease characterized by myxomas, spotty pigmentation of the skin and endocrine overactivity",,D056733,,,,C0406810
Q908981,病気,Q12136,photoinhibition,,"light-induced reduction in the photosynthetic capacity of a plant, alga, or cyanobacterium",,,,,,
Q18975243,病気,Q12136,coronavirus disease,コロナウイルス感染症,diseases caused by coronaviruses,コロナウイルスによって引き起こされる人獣共通感染症,D018352,B97.2,,,C0206750
Q19297696,病気,Q12136,orofaciodigital syndrome IV,,Human disease,,C537133,,,,C0406727
Q12192,病気,Q12136,pneumonia,肺炎,inflammation of the alveoli of the lungs,肺の病気,D011014,J18.9,483,233604007,C0032285
Q18976020,病気,Q12136,Dictyocaulus infectious disease,,Human disease,,D004022,,,,C0012118
Q19121042,病気,Q12136,type I complement component 8 deficiency,,Human disease,,,,,,
Q19121043,病気,Q12136,type II complement component 8 deficiency,,Human disease,,,,,,
Q18967922,病気,Q12136,Cytomegalovirus pneumonia,,Human disease,,,B25.0,484.1,,C0276253
Q18967247,病気,Q12136,Chagas cardiomyopathy,,Human disease,,D002598,,086.0,,C0007930
Q19587381,病気,Q12136,Meier-Gorlin syndrome,,"autosomal recessive disorder characterized by severe intrauterine and postnatal growth retardation, microcephaly, bilateral microtia and hypoplastic patellae",,C538012,,,,C1868684
Q18967339,病気,Q12136,classic Kaposi's sarcoma,,Human disease,,,,,,C0279084
Q18967422,病気,Q12136,trichomonas balanoposthitis,,Human disease,,,,,,C0341769
Q18975234,病気,Q12136,human herpesvirus 8 infectious disease,,Human disease,,,,,,C0154053
Q18967690,病気,Q12136,bovine trypanosomiasis,,cattle disease,,D014354,,,,C0041230
Q19309810,病気,Q12136,bipartite talus,,,,,Q66.8,,,
Q12125,病気,Q12136,common cold,風邪,common viral infection of upper respiratory tract,ウイルス感染症の一種,D003139,J00,,82272006,C0009443
Q12090,病気,Q12136,Cholera,コレラ,bacterial infection of the small intestine,激しい下痢を主症状とする細菌感染症,D002771,,001,,C0008354
Q18987134,病気,Q12136,combined oxidative phosphorylation deficiency,,Human disease,,,,,,C4700505
Q19587382,病気,Q12136,autosomal dominant non-syndromic intellectual disability,,non-syndromic intellectual disability characterized by an autosomal dominant inheritance pattern,,,,,,
Q18975687,病気,Q12136,equine Strongyle infections,,horse disease,,D013319,,,,C0038459
Q19001032,病気,Q12136,autoimmune lymphoproliferative syndrome type 3,,Human disease,,,,,,C1519711
Q19587384,病気,Q12136,autosomal recessive non-syndromic intellectual disability,,human disease,,C565406,,,,C1855304
Q18967342,病気,Q12136,endemic African Kaposi's sarcoma,,Kaposi's sarcoma that is located in black Africans,,,C46.0,176.0,,C1275231
Q18987129,病気,Q12136,primary pigmented nodular adrenocortical disease,,adrenal cortex disease characterized by small to normal sized adrenal glands containing multiple small cortical pigmented nodules,,C566469,,,,C1864846
Q11094,病気,Q12136,chronic thyroiditis,慢性甲状腺炎,autoimmune disease,,D050031,E06.3,245.2,,C0677607
Q19121036,病気,Q12136,complement component 4b deficiency,,Human disease,,,,,,C3280641
Q18975808,病気,Q12136,bovine hemorrhagic syndrome,,cattle disease,,D030243,,,,C0950112
Q19000403,病気,Q12136,Enterovirus infectious disease,,Human disease,,D004769,B34.1,,,C0014378
Q18975460,病気,Q12136,infectious canine hepatitis,,dog disease,,D006522,,,,C0019191
Q19121035,病気,Q12136,complement component 4a deficiency,,Human disease,,C565167,,,,C1852692
Q19121044,病気,Q12136,complement component 9 deficiency,,Human disease,,C565165,,,,C0398765
Q18987133,病気,Q12136,parietal foramina,,Human disease,,C566826,,,,C0222706
Q19000581,病気,Q12136,classical swine fever,豚熱,animal disease,ブタのウイルス性疾病,D006691,,,,C0019841
Q4973199,病気,Q12136,Brody myopathy,,neuromuscular disease is characterized by difficulty relaxing muscles and muscle stiffness following exercise or other strenuous activity and is located in skeletal muscles,,C536607,G71.8,,,C1832918
Q18966121,病気,Q12136,mast syndrome,,hereditary spastic paraplegia associated with dementia,,C565409,,,,C1855346
Q18966123,病気,Q12136,Smith-McCort dysplasia,,osteochondrodysplasia characterized by short limbs and a short trunk with a barrel-shaped chest and has material basis in homozygous or compound heterozygous mutation in the DYM gene on chromosome 18q,,C564589,,,,C1846431
Q18966134,病気,Q12136,rippling muscle disease,,"muscle tissue disease characterized by muscles unusually sensitive to movement or pressure; the proximal muscles are most affected, especially the thighs",,C535686,,,,C1853698
Q18966102,病気,Q12136,Baraitser-Winter syndrome,,Human disease,,,,,,C1855722
Q18966146,病気,Q12136,pontocerebellar hypoplasia type 1B,,human disease,,,,,,C3553449
Q18966144,病気,Q12136,pontocerebellar hypoplasia type 1A,,human disease,,,,,,C1843504
Q18966152,病気,Q12136,pontocerebellar hypoplasia type 2D,,human disease,,,,,,C3151140
Q18966153,病気,Q12136,pontocerebellar hypoplasia type 2E,,human disease,,,,,,C4014488
Q18966162,病気,Q12136,pontocerebellar hypoplasia type 9,,human disease,,,,,,C4014354
Q18966164,病気,Q12136,pontocerebellar hypoplasia type 10,,human disease,,,,,,C4014347
Q18966970,病気,Q12136,Trichomonas prostatitis,,Human disease,,,,131.03,,C0153315
Q18966161,病気,Q12136,pontocerebellar hypoplasia type 8,,gene. MRI demonstrates a pontocerebellar hypoplasia with vermis and hemispheres equally affected and mild to severely reduced cerebral white matter volume with a fully formed very thin corpus callosum.,,,,,,C3554209
Q18966114,病気,Q12136,Van Maldergem syndrome,,Human disease,,C536530,,,,C1832390
Q18966154,病気,Q12136,pontocerebellar hypoplasia type 3,,Human disease,,C548072,,,,C1842687
Q18966155,病気,Q12136,pontocerebellar hypoplasia type 4,,Human disease,,C536716,,,,C1856974
Q18966156,病気,Q12136,pontocerebellar hypoplasia type 5,,Human disease,,C537745,,,,C1857762
Q18966150,病気,Q12136,pontocerebellar hypoplasia type 2C,,human disease,,C567324,,,,C2676465
Q18966149,病気,Q12136,pontocerebellar hypoplasia type 2B,,human disease,,C567325,,,,C2676466
Q18966158,病気,Q12136,pontocerebellar hypoplasia type 6,,human disease,,C548074,,,,C1969084
Q18966109,病気,Q12136,branchiootic syndrome,,"syndrome characterized by malformations of the outer, middle and inner ear and branchial and renal malformations. Mutations of the EYA1, SIX1 and SIX5 genes are associated with the syndrome",,C565171,,,,C1852718
Q18556685,病気,Q12136,acute hemorrhagic encephalitis,,Human disease,,,,,,C0858542
Q18558221,病気,Q12136,bulbar polio,,Human disease,,D011052,,,,C0032372
Q18556572,病気,Q12136,nonparalytic poliomyelitis,,Human disease,,,,,,C0152998
Q18556883,病気,Q12136,acute pyelonephritis,,human disease,,,,,,C0520575
Q18554801,病気,Q12136,multiple intestinal atresia,,Human disease,,C562441,,,,C0220744
Q18558116,病気,Q12136,gonococcal iridocyclitis,,Human disease,,,,,,C0153212
Q18558118,病気,Q12136,infectious anterior uveitis,,Human disease,,,,,,C0154911
Q18558192,病気,Q12136,gonococcal keratitis,,Human disease,,,,,,C0153214
Q18558193,病気,Q12136,gonococcal endophthalmia,,Human disease,,,,,,C0153213
Q18558260,病気,Q12136,chronic canaliculitis,,Human disease,,,,,,C0155240
Q18558168,病気,Q12136,neonatal candidiasis,,Human disease,,,,,,C0276682
Q18558202,病気,Q12136,purulent endophthalmitis,,Human disease,,,,,,C0259800
Q18558072,病気,Q12136,mucocutaneous leishmaniasis,粘膜皮膚リーシュマニア症,Human disease,,D007897,,,,C1328252
Q18558008,病気,Q12136,anaerobic pneumonia,,human disease,,,,,,C0375327
Q18555220,病気,Q12136,congenital nonspherocytic hemolytic anemia,,Human disease,,D000746,,,,C0002882
Q18558233,病気,Q12136,partial central choroid dystrophy,,human disease,,,,,,C0339427
Q18966097,病気,Q12136,3MC syndrome,,Human disease,,,,,,C0796279
Q18553930,病気,Q12136,primary polycythemia,,human disease,,C536842,,,,C0152264
Q18556216,病気,Q12136,secondary syphilis,二次性梅毒,"syphilis characterized as the second stage of syphilis which appears from 2 to 6 months after primary infection, and is marked by lesions especially in the skin but also in organs and tissues, and that lasts from 3 to 12 weeks",,C536773,,,,C0149985
Q18554312,病気,Q12136,juvenile spinal muscular atrophy,,Human disease,,D014897,G12.1,,,C0152109
Q18557581,病気,Q12136,cutaneous anthrax,,human disease,,C531621,,,,C0003177
Q18553753,病気,Q12136,"acromesomelic dysplasia, Maroteaux type",,"acromesomelic dysplasia that has material basis in mutation in NPR-B receptor which results in severe dwarfism, abnormalities of the located in vertebral column and shortening of middle and distal segments in the located in limb",,C535661,,,,C1864356
Q18553754,病気,Q12136,"acromesomelic dysplasia, Hunter-Thompson type",,acromesomelic dysplasia that has material basis in mutation in AMDH gene which results in normal axial skeleton but fused bones in the located in hand or located in foot,,,,,,C2930970
Q18553724,病気,Q12136,amyotrophic lateral sclerosis type 16,,amyotrophic lateral sclerosis that has material basis in mutation in the SIGMAR1 gene (SETX) on chromosome 9,,,,,,C3280587
Q18553597,病気,Q12136,coronin-1A deficiency,,severe combined immunodeficiency that is an actin regulator when mutated results in SCID through inhibition of thymic egress of mature thymocytes into peripheral lymphoid organs,,,,,,C3809383
Q18553747,病気,Q12136,"spondyloepimetaphyseal dysplasia, Missouri type",,"spondyloepimetaphyseal dysplasia that has material basis in mutations in the MMP13 gene which results in a pear-shaped vertebrae, abnormal metaphyseal changes, and genu varum deformities",,,,,,C1865832
Q18557138,病気,Q12136,herpetic gastritis,,viral gastritis that involves inflammation of the stomach lining caused by herpes simplex virus,,,,,,C0948172
Q18557366,病気,Q12136,colon Kaposi sarcoma,,sarcoma of colon that is located in the colon,,,,,,C1333091
Q18557164,病気,Q12136,rectum Kaposi's sarcoma,,sarcoma of the rectum that results in lesions that are located in the rectum,,,,,,C1335681
Q18557951,病気,Q12136,maple bark strippers' lung,,"opportunistic mycosis that is located in lungs caused by inhalation of fungal spores while stripping the bark from maple logs, has material basis in Cryptostroma corticale",,,,,,C0155890
Q18557889,病気,Q12136,ureter tuberculosis,,urogenital tuberculosis that is located in ureter resulting in ureteral strictures,,,,,,C0152800
Q18558249,病気,Q12136,cardiovascular syphilis,,tertiary syphilis manifested as aneurysm formation in the ascending aorta,,,,,,C0029751
Q18629322,病気,Q12136,Mueller Weiss syndrome,,osteonecrotic disease of the foot,,,,,,C4761149
Q18556069,病気,Q12136,cytochrome-c oxidase deficiency disease,,Human disease,,D030401,,,,C0268237
Q18554351,病気,Q12136,22q11 deletion syndrome,,chromosomal disease that has material basis in deletion polymorphisms at chromosome location 22q11 and is characterized by variable developmental problems and schizoid features,,D058165,,,,C0220704
Q18965508,病気,Q12136,non-syndromic X-linked intellectual disability,,non-syndromic intellectual disability characterized by a X-linked inheritance pattern,,,,,,C0796229
Q18631413,病気,Q12136,Human Disorganization Syndrome,,,,,,,,
Q18816398,病気,Q12136,alcoholic cerebellar degeneration,,,,,,,,
Q18556139,病気,Q12136,oesophagostomiasis,,Human disease,,D009814,,,,C0028887
Q18808725,病気,Q12136,lysosomal acid phosphatase deficiency,,Lysosomal storage disease,,C562645,,,,C0268410
Q18555383,病気,Q12136,haemonchiasis,,human disease,,D006188,,,,C0018477
Q18557641,病気,Q12136,bladder tuberculosis,,"urogenital tuberculosis that is located in urinary bladder, which results in fibrosis of bladder wall muscles",,,N33.0,,,C0152793
Q18557555,病気,Q12136,esophageal tuberculosis,,gastrointestinal tuberculosis that involves formation of tuberculous ulcers located in esophagus,,,K23.0,,,C0152902
Q18556319,病気,Q12136,sea-blue histiocyte syndrome,,Human disease,,D012618,,,,C0036489
Q18554860,病気,Q12136,central nervous system tuberculosis,,extrapulmonary tuberculosis that results in formation of tuberculomas located in brain or located in spinal cord,,D020306,,,,C0085388
Q18558200,病気,Q12136,vitreous abscess,,Human disease,,,H44.0,,,C0042904
Q18557869,病気,Q12136,tertiary syphilis,,stage of syphilis that occurs fifteen to thirty years after the initial infection; it can include gumma formation and cardiovascular or central nervous system involvement (neurosyphilis),,C536774,,,,C0153188
Q18554794,病気,Q12136,primary pulmonary hypertension,,"chronic pulmonary heart disease characterized by an increase of blood pressure in the pulmonary artery, pulmonary vein, or pulmonary capillaries, among others, has symptoms shortness of breath, dizziness, fainting, leg swelling",,D065627,,,,C0152171
Q18558227,病気,Q12136,tuberculous peritonitis,,human disease,,D014395,K67.3,,,C0041325
Q18558184,病気,Q12136,congenital nystagmus,,"pathologic nystagmus, present at birth, characterized by involuntary, rhythmic eye movements; oscillations are usually horizontal in direction",,D020417,,,,C0700501
Q18558102,病気,Q12136,monieziasis,,"parasitic helminthiasis infectious disease that involves zoonotic infection caused by Moniezia expansa, the common tapeworm of sheep",,D008989,,,,C0026414
Q18558154,病気,Q12136,latent syphilis,,syphilis that is characterized as having serologic proof of infection without signs or symptoms of disease,,D013592,,,,C0039133
Q18558100,病気,Q12136,splenic tuberculosis,,abdominal tuberculosis that results in formation of granulomas or abscesses located in spleen,,D014400,,,,C0041331
Q18557191,病気,Q12136,growth hormone secreting pituitary adenoma,,Human disease,,D049912,,,,C0346302
Q18558195,病気,Q12136,bacterial conjunctivitis,細菌性結膜炎,Human disease,,D003234,,,,C0009768
Q18556166,病気,Q12136,gastrointestinal tuberculosis,,human disease,,D014385,,,,C0041312
Q18558204,病気,Q12136,renal tuberculosis,,urogenital tuberculosis that results in formation of granulomas located in kidney,,D014398,,,,C0041328
Q18554140,病気,Q12136,tritanopia,3型2色覚,"human disease, blue color blindness",,,,,,C0155017
Q18556185,病気,Q12136,hepatic tuberculosis,,human disease,,D014386,,,,C0041313
Q18966081,病気,Q12136,amyotrophic lateral sclerosis type 5,,human disease,,C566576,,,,C1865864
Q18558175,病気,Q12136,staphyloenterotoxemia,ブドウ球菌性食中毒,Food poisoning that is caused by Staphylococcal infection,,D013202,,,,C0038159
Q18553705,病気,Q12136,GABA aminotransferase deficiency,,Human disease,,C535407,,,,C0342708
Q18556140,病気,Q12136,ostertagiasis,,trichostrongyloidiasis that involves parasitic infection of the ruminant gastrointestinal tract by nematodes of the genus Ostertagia,,D010029,,,,C0029471
Q18556156,病気,Q12136,oral tuberculosis,,"gastrointestinal tuberculosis that involves formation of painful ulcerative mucosal lesions located in tongue, located in palate, located in maxilla or located in mandible",,D014393,,,,C0041323
Q18556215,病気,Q12136,primary syphilis,,"syphilis that is the first stage of syphilis, marked by the development of a chancre, which is characterized by mononuclear leukocytic infiltration, macrophages, and lymphocytes",,C536772,,,,C0153139
Q18553629,病気,Q12136,pyridoxine-refractory autosomal recessive sideroblastic anemia,,Human disease,,C567145,,,,C2673914
Q18928476,病気,Q12136,fusariosis,,Human disease,,D060585,,,,C0276758
Q18553951,病気,Q12136,Eastern equine encephalitis,東部馬脳炎,horse disease,,D020242,,,,C0153065
Q18589315,病気,Q12136,Cataract-microcornea syndrome,,Cataract-microcornea syndrome is characterized by the association of congenital cataract and microcornea without any other systemic anomaly or dysmorphism,,C538287,,,,C1861829
Q18554151,病気,Q12136,hyperlipoproteinemia type V,,Human disease,,D006954,,,,C0020481
Q18553731,病気,Q12136,FTDALS2,,amyotrophic lateral sclerosis that has material basis in mutation in the CHCHD10 gene on chromosome 22. It is characterized by adult onset of either frontotemporal dementia and/or amyotrophic lateral sclerosis,,,,,,C4014648
Q18932745,病気,Q12136,Gamstorp-Wohlfart syndrome,,"syndrome characterized by progressive weakness and atrophy of muscles in feet, legs and hands. In some patients the syndrome also causes decreased sensitivity to touch, heat or cold, particularly in the lower arms or legs",,,,,,C0242287
Q18616565,病気,Q12136,Barber-Say syndrome,,rare genetic disorder,,C537908,,,,C1319466
Q18553715,病気,Q12136,amyotrophic lateral sclerosis type 4,,human disease,,C566550,,,,C1865409
Q18554819,病気,Q12136,"blepharophimosis, ptosis, and epicanthus inversus syndrome",,Human disease,,C562419,,,,C0220663
Q18558169,病気,Q12136,Venezuelan equine encephalitis,,Human disease,,D004685,A92.2,,,C0014078
Q18924547,病気,Q12136,Rocio virus encephalitis,,Human disease,,,,,,
Q18553920,病気,Q12136,chronic endophthalmitis,,Human disease,,,,,,C0154774
Q18553730,病気,Q12136,FTDALS1,,amyotrophic lateral sclerosis that has material basis in mutation in the C9ORF72 gene on chromosome 9. It is characterized by adult onset of either frontotemporal dementia and/or amyotrophic lateral sclerosis,,,,,,
Q4919794,病気,Q12136,Bjornstad syndrome,,Human disease,,C537633,,,,C0266006
Q4907660,病気,Q12136,bile acid malabsorption,,human disease,,C567652,K90.8,,,C2750087
Q4938225,病気,Q12136,Bohring-Opitz syndrome,,rare genetic syndrome caused by a mutation in the ASXL1 gene,,C537419,Q87.8,,,C0796232
Q4943512,病気,Q12136,Boomerang dysplasia,,Human disease,,C536573,Q68.5,754.44,254054000,C0432201
Q4887955,病気,Q12136,benign familial infantile epilepsy,,"infancy electroclinical syndrome that is characterized by convulsions, with onset at age 3 to 12 months",,C565296,G40.3,,,C1853995
Q4818237,病気,Q12136,Attenuated familial adenomatous polyposis,,Human disease,,C538265,,,,C1266024
Q4907578,病気,Q12136,Bilateral frontoparietal polymicrogyria,,medical condition,,C564652,,,,C1847352
Q4904691,病気,Q12136,Bietti crystalline corneoretinal dystrophy,,Human disease,,C535440,,,,C1859486
Q4826993,病気,Q12136,autosomal dominant hypophosphatemic rickets,,rickets characterized by low levels of serum phosphate and elevated levels of ALP and phosphaturia and that has material basis in autosomal dominant inheritance,,C562791,E83.31,275.3,,C0342642
Q4865826,病気,Q12136,Bart-Pumphrey syndrome,,Human disease,,C537210,,,,C0266004
Q4820036,病気,Q12136,auditory neuropathy,オーディトリー・ニューロパシー,"hearing disorder characterized by impaired transmission of signals through the auditory nerve, resulting in mild to severe hearing loss and poor speech perception",,C538268,,,,C1852271
Q2405864,病気,Q12136,Respiratory manifestations due to nickel,,,,,,,,
Q4853488,病気,Q12136,Bamforth-Lazarus syndrome,,Human disease,,C537901,,,,C1855794
Q3135042,病気,Q12136,hexane (professional illness),,,,,,,,
Q3346720,病気,Q12136,occupational nystagmus,,,,,,,,
Q4865135,病気,Q12136,Bart syndrome,,human disease,,C562638,,,,C0268371
Q4887956,病気,Q12136,benign familial neonatal epilepsy,,Human disease,,,G40.3,,,C0220669
Q4892313,病気,Q12136,Berk–Tabatznik syndrome,,human disease,,C535432,,,,C2930899
Q4821698,病気,Q12136,spondylocostal dysostosis,,"dysostosis that results in abnormal development located in vertebrae or located in ribs. The bones of the spine do not develop properly, which causes them to be misshapen and abnormally joined together",,,Q76,756.9,,C0265343
Q4897218,病気,Q12136,beta-ketothiolase deficiency,,Human disease,,C535434,,,,C1533628
Q2651722,病気,Q12136,temporomandibular joint pathology,,any condition affecting the anatomic and functional characteristics of the temporomandibular joint,,D013705,,,,C0039494
Q4876717,病気,Q12136,Beare-Stevenson cutis gyrata syndrome,,Human disease,,C565129,,,703528008,C1852406
Q170990,病気,Q12136,arthritis,関節炎,"any of several joint disorders, some autoimmune, some infectious",,D001168,,712,372091005,C0003864
Q937818,病気,Q12136,acrodermatitis enteropathica,,Human disease,,C538178,E83.2,686.8,,C0221036
